bom_id,category,material_name,base_quantity,unit,wastage_percent,final_quantity,unit_rate_inr,total_cost_inr,region,season,grade
BOM-0792,Painting,Emulsion Paint,147.98,sqft,18.15,174.84,115.7,20228.99,south,monsoon,Premium
BOM-0793,Plumbing,CPVC Pipe,278.27,sqft,8.37,301.56,252.76,76222.31,west,normal,Premium
BOM-0794,Painting,Putty,121.05,kg,10.67,133.97,338.23,45312.67,north,normal,Premium
BOM-0795,Carpentry,Edge Band,298.82,sqft,24.64,372.45,277.26,103265.49,south,monsoon,Premium
BOM-0796,Painting,Primer,267.67,sqft,21.85,326.16,65.34,21311.29,west,normal,Standard
BOM-0797,Carpentry,Adhesive,105.83,kg,14.68,121.37,158.04,19181.31,west,normal,Standard
BOM-0798,Painting,Primer,75.91,sqft,10.6,83.96,874.66,73436.45,west,normal,Premium
BOM-0799,Plumbing,CPVC Pipe,43.87,sqft,19.09,52.24,539.69,28193.41,west,summer,Standard
BOM-0800,Carpentry,Hinges,208.12,sqft,23.28,256.57,822.22,210956.99,north,summer,Standard
BOM-0801,Painting,Emulsion Paint,25.01,sqft,17.06,29.28,658.72,19287.32,south,normal,Standard
BOM-0802,Electrical,Switches,13.7,sqft,13.42,15.54,876.69,13623.76,north,normal,Premium
BOM-0803,Electrical,Switches,280.46,sqft,23.2,345.53,842.6,291143.58,north,summer,Standard
BOM-0804,Carpentry,Laminate,43.81,sqft,8.45,47.51,887.92,42185.08,west,normal,Standard
BOM-0805,Plumbing,UPVC Pipe,73.49,sqft,19.69,87.96,348.96,30694.52,west,normal,Standard
BOM-0806,Plumbing,CPVC Pipe,254.61,sqft,15.97,295.27,598.63,176757.48,south,normal,Premium
BOM-0807,Painting,Putty,45.57,kg,11.29,50.71,67.72,3434.08,south,normal,Premium
BOM-0808,Carpentry,Edge Band,224.0,sqft,24.8,279.55,691.69,193361.94,south,summer,Premium
BOM-0809,Plumbing,UPVC Pipe,149.53,sqft,13.52,169.75,433.49,73584.93,south,normal,Premium
BOM-0810,Carpentry,Plywood,184.34,sqft,22.01,224.91,659.37,148298.91,north,monsoon,Standard
BOM-0811,Plumbing,CPVC Pipe,37.25,sqft,15.77,43.12,794.88,34275.23,south,monsoon,Premium
BOM-0812,Electrical,Switches,16.58,sqft,14.59,19.0,698.04,13262.76,south,summer,Premium
BOM-0813,Painting,Putty,122.42,kg,13.18,138.55,751.75,104154.96,north,summer,Premium
BOM-0814,Carpentry,Hinges,185.87,sqft,8.93,202.47,484.59,98114.94,south,normal,Premium
BOM-0815,Carpentry,Laminate,218.18,sqft,9.92,239.82,709.71,170202.65,west,monsoon,Standard
BOM-0816,Painting,Primer,127.0,sqft,15.67,146.9,193.84,28475.1,west,monsoon,Standard
BOM-0817,Painting,Putty,31.6,kg,13.51,35.87,597.78,21442.37,west,summer,Standard
BOM-0818,Carpentry,Laminate,38.68,sqft,15.64,44.73,352.13,15750.77,west,monsoon,Premium
BOM-0819,Electrical,Switches,238.36,sqft,16.7,278.17,856.79,238333.27,north,monsoon,Premium
BOM-0820,Carpentry,Plywood,231.64,sqft,23.51,286.1,526.32,150580.15,west,summer,Standard
BOM-0821,Carpentry,Adhesive,57.77,kg,20.1,69.38,400.84,27810.28,north,monsoon,Premium
BOM-0822,Carpentry,Hinges,189.8,sqft,10.0,208.78,153.15,31974.66,south,summer,Premium
BOM-0823,Carpentry,Plywood,140.3,sqft,22.54,171.92,507.41,87233.93,south,monsoon,Premium
BOM-0824,Carpentry,Edge Band,68.98,sqft,19.21,82.23,430.22,35376.99,north,summer,Standard
BOM-0825,Carpentry,Edge Band,265.24,sqft,12.73,299.01,580.63,173614.18,south,summer,Standard
BOM-0826,Carpentry,Adhesive,21.24,kg,13.93,24.2,165.02,3993.48,south,monsoon,Premium
BOM-0827,Painting,Emulsion Paint,276.51,sqft,8.83,300.93,398.58,119944.68,south,summer,Premium
BOM-0828,Plumbing,UPVC Pipe,199.97,sqft,19.9,239.76,532.16,127590.68,west,summer,Premium
BOM-0829,Electrical,Switches,175.8,sqft,23.84,217.71,120.09,26144.79,north,normal,Premium
BOM-0830,Painting,Primer,246.98,sqft,20.89,298.57,765.25,228480.69,south,normal,Premium
BOM-0831,Carpentry,Adhesive,41.0,kg,22.61,50.27,323.12,16243.24,north,monsoon,Standard
BOM-0832,Electrical,Switches,66.67,sqft,8.99,72.66,531.38,38610.07,west,monsoon,Standard
BOM-0833,Painting,Putty,218.6,kg,18.28,258.56,717.84,185604.71,west,normal,Premium
BOM-0834,Plumbing,UPVC Pipe,255.1,sqft,12.41,286.76,534.62,153307.63,west,normal,Standard
BOM-0835,Plumbing,UPVC Pipe,170.98,sqft,16.83,199.76,583.4,116539.98,north,summer,Standard
BOM-0836,Electrical,Switches,90.69,sqft,11.29,100.93,141.66,14297.74,north,monsoon,Standard
BOM-0837,Electrical,Switches,255.18,sqft,21.59,310.27,899.13,278973.07,north,summer,Premium
BOM-0838,Painting,Emulsion Paint,170.32,sqft,18.84,202.41,49.72,10063.83,south,monsoon,Premium
BOM-0839,Carpentry,Hinges,238.11,sqft,13.23,269.61,475.75,128266.96,north,summer,Standard
BOM-0840,Electrical,Wires,103.32,sqft,14.73,118.54,529.27,62739.67,south,summer,Standard
BOM-0841,Painting,Emulsion Paint,250.98,sqft,23.68,310.41,452.03,140314.63,north,summer,Standard
BOM-0842,Painting,Putty,50.84,kg,15.83,58.89,784.09,46175.06,north,normal,Premium
BOM-0843,Electrical,Switches,21.53,sqft,16.86,25.16,525.85,13230.39,west,normal,Standard
BOM-0844,Carpentry,Edge Band,175.33,sqft,13.64,199.25,827.92,164963.06,north,summer,Standard
BOM-0845,Carpentry,Hinges,253.02,sqft,13.77,287.86,362.71,104409.7,west,summer,Premium
BOM-0846,Carpentry,Adhesive,180.58,kg,22.7,221.57,686.32,152067.92,west,normal,Standard
BOM-0847,Carpentry,Hinges,127.09,sqft,16.45,148.0,244.37,36166.76,north,normal,Standard
BOM-0848,Plumbing,CPVC Pipe,94.18,sqft,9.91,103.51,715.05,74014.83,south,summer,Premium
BOM-0849,Plumbing,CPVC Pipe,12.36,sqft,16.21,14.36,470.05,6749.92,south,normal,Premium
BOM-0850,Electrical,Switches,262.79,sqft,13.28,297.69,321.51,95710.31,south,monsoon,Standard
BOM-0851,Carpentry,Edge Band,218.75,sqft,15.81,253.33,653.76,165617.02,west,summer,Standard
BOM-0852,Carpentry,Hinges,280.04,sqft,19.68,335.15,551.09,184697.81,south,normal,Premium
BOM-0853,Carpentry,Plywood,35.42,sqft,21.03,42.87,681.18,29202.19,south,monsoon,Premium
BOM-0854,Electrical,Wires,268.18,sqft,13.45,304.25,205.59,62550.76,north,monsoon,Premium
BOM-0855,Painting,Putty,202.98,kg,12.64,228.64,175.45,40114.89,south,summer,Standard
BOM-0856,Carpentry,Edge Band,165.05,sqft,17.34,193.67,273.1,52891.28,west,normal,Standard
BOM-0857,Carpentry,Adhesive,26.02,kg,18.43,30.82,331.32,10211.28,north,summer,Standard
BOM-0858,Carpentry,Plywood,143.87,sqft,19.48,171.9,131.1,22536.09,south,summer,Premium
BOM-0859,Painting,Primer,57.8,sqft,18.13,68.28,549.77,37538.3,west,monsoon,Premium
BOM-0860,Plumbing,UPVC Pipe,109.91,sqft,13.65,124.91,210.41,26282.31,west,monsoon,Standard
BOM-0861,Painting,Putty,172.5,kg,9.58,189.03,730.02,137995.68,west,normal,Standard
BOM-0862,Painting,Putty,96.57,kg,18.96,114.88,699.18,80321.8,north,summer,Standard
BOM-0863,Carpentry,Adhesive,259.02,kg,18.49,306.91,825.06,253219.16,north,summer,Premium
BOM-0864,Painting,Emulsion Paint,138.72,sqft,8.51,150.53,448.79,67556.36,north,normal,Premium
BOM-0865,Carpentry,Adhesive,88.27,kg,13.93,100.57,534.22,53726.51,west,summer,Premium
BOM-0866,Electrical,Switches,240.04,sqft,13.54,272.54,598.53,163123.37,north,monsoon,Premium
BOM-0867,Painting,Primer,179.21,sqft,12.06,200.82,249.57,50118.65,south,normal,Premium
BOM-0868,Carpentry,Laminate,105.51,sqft,21.84,128.55,548.23,70474.97,north,monsoon,Premium
BOM-0869,Plumbing,CPVC Pipe,209.77,sqft,10.94,232.72,615.86,143322.94,west,monsoon,Premium
BOM-0870,Carpentry,Laminate,179.69,sqft,15.87,208.21,517.38,107723.69,north,summer,Premium
BOM-0871,Painting,Primer,25.53,sqft,9.85,28.04,740.1,20752.4,north,normal,Premium
BOM-0872,Electrical,Wires,199.75,sqft,9.54,218.81,742.65,162499.25,west,monsoon,Standard
BOM-0873,Carpentry,Adhesive,199.96,kg,15.7,231.35,290.69,67251.13,west,monsoon,Premium
BOM-0874,Carpentry,Edge Band,65.67,sqft,22.92,80.72,297.77,24035.99,west,normal,Premium
BOM-0875,Electrical,Switches,294.86,sqft,13.85,335.7,116.79,39206.4,south,monsoon,Premium
BOM-0876,Carpentry,Adhesive,256.49,kg,9.06,279.73,814.93,227960.37,south,summer,Premium
BOM-0877,Carpentry,Laminate,259.07,sqft,22.72,317.93,242.31,77037.62,west,monsoon,Premium
BOM-0878,Electrical,Wires,98.85,sqft,14.51,113.19,368.15,41670.9,west,summer,Standard
BOM-0879,Painting,Putty,46.03,kg,17.44,54.06,765.26,41369.96,north,normal,Standard
BOM-0880,Carpentry,Hinges,299.25,sqft,19.39,357.27,155.48,55548.34,south,monsoon,Standard
BOM-0881,Carpentry,Adhesive,217.8,kg,16.27,253.24,415.59,105244.01,south,summer,Standard
BOM-0882,Electrical,Wires,242.75,sqft,22.62,297.66,808.48,240652.16,west,monsoon,Premium
BOM-0883,Plumbing,UPVC Pipe,58.04,sqft,16.66,67.71,514.76,34854.4,north,normal,Premium
BOM-0884,Carpentry,Edge Band,59.81,sqft,18.28,70.74,537.03,37989.5,west,summer,Premium
BOM-0885,Painting,Primer,278.34,sqft,17.8,327.88,68.78,22551.59,south,monsoon,Premium
BOM-0886,Electrical,Switches,113.73,sqft,17.86,134.04,867.09,116224.74,south,summer,Premium
BOM-0887,Painting,Putty,157.5,kg,16.9,184.12,564.66,103965.2,south,normal,Standard
BOM-0888,Electrical,Wires,191.94,sqft,21.57,233.34,308.75,72043.73,south,normal,Standard
BOM-0889,Painting,Putty,138.94,kg,23.4,171.45,533.61,91487.43,north,normal,Premium
BOM-0890,Carpentry,Hinges,90.32,sqft,8.6,98.09,833.66,81773.71,west,normal,Premium
BOM-0891,Carpentry,Plywood,190.64,sqft,17.83,224.63,532.66,119651.42,west,normal,Standard
BOM-0892,Carpentry,Hinges,148.0,sqft,10.16,163.04,106.1,17298.54,north,normal,Standard
BOM-0893,Plumbing,UPVC Pipe,87.89,sqft,22.58,107.74,52.21,5625.11,south,monsoon,Standard
BOM-0894,Plumbing,UPVC Pipe,223.0,sqft,19.21,265.84,358.0,95170.72,south,normal,Standard
BOM-0895,Painting,Putty,58.34,kg,16.97,68.24,68.46,4671.71,south,summer,Standard
BOM-0896,Painting,Putty,227.06,kg,15.02,261.16,369.52,96503.84,west,normal,Standard
BOM-0897,Carpentry,Edge Band,175.44,sqft,22.31,214.58,86.72,18608.38,north,summer,Standard
BOM-0898,Carpentry,Adhesive,141.88,kg,16.1,164.72,449.59,74056.46,west,summer,Premium
BOM-0899,Electrical,Wires,213.15,sqft,16.07,247.4,164.83,40778.94,north,summer,Premium
BOM-0900,Painting,Putty,117.69,kg,13.37,133.43,496.02,66183.95,south,summer,Premium
BOM-0901,Painting,Primer,185.09,sqft,19.09,220.42,274.43,60489.86,north,normal,Standard
BOM-0902,Carpentry,Hinges,198.03,sqft,14.65,227.04,704.91,160042.77,west,summer,Standard
BOM-0903,Plumbing,CPVC Pipe,104.53,sqft,19.73,125.15,194.73,24370.46,west,summer,Standard
BOM-0904,Carpentry,Laminate,8.53,sqft,9.66,9.35,129.36,1209.52,north,normal,Standard
BOM-0905,Electrical,Switches,88.57,sqft,11.28,98.56,60.38,5951.05,south,summer,Standard
BOM-0906,Plumbing,UPVC Pipe,193.23,sqft,20.04,231.95,143.18,33210.6,west,summer,Premium
BOM-0907,Electrical,Wires,230.34,sqft,19.01,274.13,730.75,200320.5,south,summer,Standard
BOM-0908,Carpentry,Hinges,91.9,sqft,19.23,109.57,105.11,11516.9,north,normal,Premium
BOM-0909,Electrical,Switches,271.5,sqft,21.09,328.76,318.13,104588.42,south,summer,Premium
BOM-0910,Carpentry,Plywood,117.93,sqft,13.66,134.04,91.65,12284.77,north,summer,Premium
BOM-0911,Carpentry,Laminate,150.06,sqft,23.79,185.76,564.86,104928.39,south,monsoon,Premium
BOM-0912,Carpentry,Laminate,47.44,sqft,21.07,57.44,227.81,13085.41,west,summer,Premium
BOM-0913,Electrical,Switches,81.4,sqft,8.59,88.39,100.55,8887.61,west,normal,Premium
BOM-0914,Carpentry,Plywood,269.47,sqft,10.53,297.85,590.69,175937.02,south,monsoon,Premium
BOM-0915,Carpentry,Hinges,49.72,sqft,13.61,56.49,376.54,21270.74,south,monsoon,Premium
BOM-0916,Painting,Putty,133.64,kg,22.35,163.51,711.61,116355.35,south,monsoon,Standard
BOM-0917,Carpentry,Plywood,118.41,sqft,19.72,141.76,710.65,100741.74,south,monsoon,Premium
BOM-0918,Painting,Emulsion Paint,206.14,sqft,14.81,236.67,583.75,138156.11,west,summer,Premium
BOM-0919,Plumbing,CPVC Pipe,256.74,sqft,13.78,292.12,763.42,223010.25,north,monsoon,Standard
BOM-0920,Carpentry,Adhesive,168.57,kg,24.45,209.79,608.23,127600.57,north,monsoon,Premium
BOM-0921,Carpentry,Laminate,191.03,sqft,14.11,217.98,112.98,24627.38,west,normal,Standard
BOM-0922,Carpentry,Adhesive,15.53,kg,8.43,16.84,896.89,15103.63,south,normal,Premium
BOM-0923,Carpentry,Laminate,238.86,sqft,18.94,284.1,469.73,133450.29,north,summer,Standard
BOM-0924,Painting,Emulsion Paint,21.54,sqft,21.39,26.15,76.82,2008.84,south,summer,Premium
BOM-0925,Electrical,Wires,261.71,sqft,17.12,306.51,677.3,207599.22,south,summer,Standard
BOM-0926,Electrical,Switches,46.77,sqft,19.12,55.71,445.25,24804.88,west,summer,Standard
BOM-0927,Electrical,Switches,196.39,sqft,8.24,212.57,584.09,124160.01,north,summer,Premium
BOM-0928,Plumbing,UPVC Pipe,55.35,sqft,18.05,65.34,743.31,48567.88,south,summer,Premium
BOM-0929,Plumbing,UPVC Pipe,240.76,sqft,11.75,269.05,731.83,196898.86,north,normal,Premium
BOM-0930,Painting,Emulsion Paint,40.64,sqft,19.63,48.62,509.46,24769.95,north,summer,Standard
BOM-0931,Plumbing,UPVC Pipe,56.17,sqft,9.07,61.26,275.55,16880.19,north,summer,Premium
BOM-0932,Plumbing,CPVC Pipe,53.68,sqft,12.14,60.2,540.51,32538.7,south,summer,Premium
BOM-0933,Carpentry,Adhesive,9.61,kg,16.28,11.17,45.46,507.79,south,summer,Premium
BOM-0934,Painting,Primer,209.58,sqft,21.47,254.58,449.37,114400.61,south,summer,Standard
BOM-0935,Electrical,Wires,84.93,sqft,15.66,98.23,245.76,24141.0,south,monsoon,Standard
BOM-0936,Plumbing,UPVC Pipe,58.1,sqft,16.5,67.69,857.26,58027.93,west,normal,Premium
BOM-0937,Painting,Primer,6.35,sqft,12.01,7.11,141.06,1002.94,west,summer,Premium
BOM-0938,Plumbing,CPVC Pipe,154.72,sqft,15.89,179.31,578.76,103777.46,south,normal,Standard
BOM-0939,Carpentry,Edge Band,38.24,sqft,10.54,42.27,765.65,32364.03,north,normal,Standard
BOM-0940,Carpentry,Adhesive,202.69,kg,8.73,220.38,594.58,131033.54,north,summer,Premium
BOM-0941,Carpentry,Hinges,103.62,sqft,21.69,126.1,692.23,87290.2,south,summer,Standard
BOM-0942,Plumbing,CPVC Pipe,56.89,sqft,21.35,69.04,457.15,31561.64,south,summer,Standard
BOM-0943,Electrical,Switches,136.22,sqft,17.86,160.55,400.4,64284.22,west,monsoon,Premium
BOM-0944,Carpentry,Edge Band,234.8,sqft,13.54,266.59,124.34,33147.8,west,normal,Standard
BOM-0945,Painting,Primer,267.95,sqft,9.25,292.74,543.18,159010.51,south,normal,Standard
BOM-0946,Carpentry,Edge Band,278.73,sqft,15.73,322.57,373.1,120350.87,south,normal,Standard
BOM-0947,Electrical,Wires,110.78,sqft,12.58,124.72,328.87,41016.67,south,monsoon,Standard
BOM-0948,Carpentry,Hinges,45.27,sqft,22.48,55.45,434.38,24086.37,south,normal,Standard
BOM-0949,Carpentry,Hinges,183.07,sqft,21.42,222.28,588.68,130851.79,west,summer,Standard
BOM-0950,Carpentry,Laminate,126.45,sqft,16.87,147.78,781.49,115488.59,south,monsoon,Premium
BOM-0951,Painting,Putty,87.36,kg,20.41,105.19,673.11,70804.44,south,summer,Premium
BOM-0952,Painting,Primer,175.94,sqft,23.16,216.69,548.92,118945.47,south,monsoon,Standard
BOM-0953,Painting,Primer,294.15,sqft,8.68,319.68,444.76,142180.88,west,summer,Premium
BOM-0954,Plumbing,CPVC Pipe,121.32,sqft,21.77,147.73,639.12,94417.2,south,normal,Premium
BOM-0955,Carpentry,Edge Band,29.51,sqft,20.8,35.65,636.12,22677.68,north,summer,Standard
BOM-0956,Painting,Emulsion Paint,92.26,sqft,19.01,109.8,118.03,12959.69,north,monsoon,Premium
BOM-0957,Carpentry,Adhesive,212.47,kg,22.58,260.45,682.67,177801.4,south,normal,Premium
BOM-0958,Carpentry,Adhesive,262.89,kg,14.89,302.03,719.28,217244.14,north,monsoon,Premium
BOM-0959,Electrical,Switches,191.85,sqft,22.63,235.27,100.8,23715.22,west,normal,Standard
BOM-0960,Carpentry,Hinges,130.64,sqft,12.59,147.09,853.64,125561.91,west,monsoon,Standard
BOM-0961,Electrical,Wires,28.88,sqft,22.97,35.51,672.75,23889.35,south,monsoon,Premium
BOM-0962,Carpentry,Plywood,37.74,sqft,14.22,43.11,572.45,24678.32,north,normal,Standard
BOM-0963,Electrical,Wires,169.84,sqft,9.14,185.36,650.03,120489.56,south,summer,Premium
BOM-0964,Carpentry,Edge Band,164.19,sqft,19.03,195.44,674.15,131755.88,west,monsoon,Standard
BOM-0965,Electrical,Switches,229.46,sqft,13.45,260.32,812.22,211437.11,west,monsoon,Premium
BOM-0966,Carpentry,Hinges,21.07,sqft,14.34,24.09,429.07,10336.3,west,monsoon,Standard
BOM-0967,Painting,Putty,214.4,kg,19.53,256.27,498.26,127689.09,north,normal,Premium
BOM-0968,Electrical,Wires,283.88,sqft,21.75,345.62,849.15,293483.22,south,summer,Premium
BOM-0969,Carpentry,Laminate,28.65,sqft,23.27,35.32,288.0,10172.16,south,summer,Standard
BOM-0970,Carpentry,Hinges,38.05,sqft,10.52,42.05,169.43,7124.53,south,monsoon,Standard
BOM-0971,Carpentry,Hinges,127.88,sqft,19.6,152.94,841.28,128665.36,north,normal,Premium
BOM-0972,Painting,Putty,222.62,kg,8.37,241.25,202.59,48874.84,south,summer,Premium
BOM-0973,Painting,Primer,175.72,sqft,19.15,209.37,716.67,150049.2,north,monsoon,Premium
BOM-0974,Painting,Putty,94.7,kg,10.24,104.4,718.84,75046.9,south,normal,Standard
BOM-0975,Painting,Putty,114.71,kg,12.9,129.51,767.14,99352.3,south,normal,Premium
BOM-0976,Painting,Putty,287.08,kg,18.52,340.25,178.28,60659.77,west,normal,Standard
BOM-0977,Carpentry,Adhesive,252.6,kg,19.78,302.56,613.07,185490.46,south,summer,Standard
BOM-0978,Carpentry,Laminate,17.14,sqft,13.38,19.43,148.77,2890.6,north,normal,Standard
BOM-0979,Carpentry,Edge Band,170.93,sqft,8.59,185.61,312.57,58016.12,north,summer,Premium
BOM-0980,Painting,Putty,164.26,kg,10.76,181.93,299.34,54458.93,south,normal,Premium
BOM-0981,Carpentry,Adhesive,284.6,kg,23.77,352.25,174.21,61365.47,west,monsoon,Premium
BOM-0982,Electrical,Wires,213.11,sqft,16.06,247.34,289.25,71543.1,west,monsoon,Standard
BOM-0983,Plumbing,UPVC Pipe,219.92,sqft,23.68,272.0,331.27,90105.44,south,monsoon,Premium
BOM-0984,Carpentry,Plywood,46.13,sqft,17.37,54.14,304.95,16509.99,north,monsoon,Standard
BOM-0985,Painting,Putty,110.43,kg,13.55,125.39,563.01,70595.82,south,monsoon,Standard
BOM-0986,Carpentry,Hinges,62.74,sqft,9.42,68.65,770.53,52896.88,west,monsoon,Standard
BOM-0987,Plumbing,CPVC Pipe,121.35,sqft,16.34,141.18,558.73,78881.5,west,summer,Premium
BOM-0988,Painting,Primer,48.64,sqft,22.51,59.59,357.88,21326.07,north,summer,Premium
BOM-0989,Painting,Emulsion Paint,108.65,sqft,24.62,135.4,791.9,107223.26,south,summer,Premium
BOM-0990,Electrical,Switches,297.82,sqft,21.66,362.33,288.23,104434.38,west,normal,Premium
BOM-0991,Carpentry,Adhesive,251.48,kg,18.16,297.15,163.53,48592.94,north,normal,Premium
BOM-0992,Carpentry,Laminate,280.28,sqft,18.04,330.84,363.16,120147.85,south,normal,Premium
BOM-0993,Painting,Primer,56.59,sqft,15.86,65.57,528.41,34647.84,south,summer,Standard
BOM-0994,Painting,Primer,90.39,sqft,16.34,105.16,747.61,78618.67,north,monsoon,Premium
BOM-0995,Painting,Putty,169.99,kg,15.88,196.98,63.08,12425.5,south,summer,Premium
BOM-0996,Carpentry,Hinges,287.03,sqft,22.18,350.69,446.39,156544.51,west,monsoon,Premium
BOM-0997,Painting,Primer,57.91,sqft,23.42,71.47,594.52,42490.34,south,summer,Premium
BOM-0998,Painting,Putty,298.33,kg,9.13,325.57,681.19,221775.03,west,normal,Premium
BOM-0999,Carpentry,Hinges,190.26,sqft,16.09,220.87,637.05,140705.23,south,normal,Standard
BOM-1000,Carpentry,Hinges,53.04,sqft,8.99,57.81,314.93,18206.1,west,summer,Premium
BOM-1001,Carpentry,Adhesive,20.6,kg,14.14,23.51,587.17,13804.37,north,summer,Premium
BOM-1002,Carpentry,Hinges,161.24,sqft,23.92,199.81,481.93,96294.43,west,summer,Standard
BOM-1003,Plumbing,UPVC Pipe,227.03,sqft,17.24,266.17,790.3,210354.15,west,normal,Premium
BOM-1004,Electrical,Wires,210.9,sqft,14.16,240.76,499.6,120283.7,north,summer,Standard
BOM-1005,Carpentry,Adhesive,157.86,kg,14.34,180.5,457.01,82490.3,north,summer,Standard
BOM-1006,Carpentry,Edge Band,50.59,sqft,11.76,56.54,202.04,11423.34,west,monsoon,Standard
BOM-1007,Painting,Primer,140.84,sqft,9.3,153.94,744.21,114563.69,south,normal,Premium
BOM-1008,Carpentry,Hinges,208.86,sqft,10.36,230.5,420.07,96826.13,west,monsoon,Premium
BOM-1009,Carpentry,Adhesive,214.42,kg,8.49,232.62,740.53,172262.09,south,summer,Standard
BOM-1010,Electrical,Switches,71.84,sqft,10.13,79.12,151.99,12025.45,south,normal,Standard
BOM-1011,Carpentry,Laminate,10.55,sqft,16.23,12.26,410.87,5037.27,south,summer,Standard
BOM-1012,Electrical,Wires,156.48,sqft,9.01,170.58,142.27,24268.42,north,summer,Standard
BOM-1013,Carpentry,Hinges,201.94,sqft,20.83,244.0,712.84,173932.96,west,summer,Standard
BOM-1014,Carpentry,Adhesive,202.83,kg,8.5,220.07,165.18,36351.16,west,normal,Premium
BOM-1015,Painting,Emulsion Paint,52.36,sqft,16.51,61.0,666.56,40660.16,south,monsoon,Standard
BOM-1016,Carpentry,Laminate,246.78,sqft,20.98,298.55,494.8,147722.54,west,summer,Premium
BOM-1017,Carpentry,Adhesive,270.99,kg,17.13,317.41,877.28,278457.44,south,summer,Premium
BOM-1018,Painting,Emulsion Paint,210.95,sqft,11.15,234.47,619.23,145190.86,south,summer,Premium
BOM-1019,Painting,Primer,130.11,sqft,16.74,151.89,390.52,59316.08,north,summer,Premium
BOM-1020,Carpentry,Laminate,158.32,sqft,16.43,184.33,350.68,64640.84,north,monsoon,Standard
BOM-1021,Carpentry,Laminate,101.79,sqft,9.97,111.94,283.91,31780.89,west,monsoon,Premium
BOM-1022,Electrical,Wires,292.97,sqft,15.55,338.53,516.37,174806.74,north,normal,Standard
BOM-1023,Carpentry,Laminate,268.95,sqft,21.64,327.15,847.61,277295.61,north,summer,Standard
BOM-1024,Electrical,Wires,150.04,sqft,9.79,164.73,416.73,68647.93,west,monsoon,Standard
BOM-1025,Carpentry,Laminate,47.29,sqft,14.81,54.29,547.88,29744.41,south,monsoon,Standard
BOM-1026,Carpentry,Laminate,112.29,sqft,11.38,125.07,212.23,26543.61,north,summer,Standard
BOM-1027,Painting,Primer,218.93,sqft,12.73,246.8,653.6,161308.48,west,monsoon,Premium
BOM-1028,Electrical,Wires,283.25,sqft,14.05,323.05,613.34,198139.49,north,normal,Premium
BOM-1029,Carpentry,Adhesive,231.56,kg,9.84,254.35,255.59,65009.32,north,summer,Standard
BOM-1030,Carpentry,Plywood,34.38,sqft,8.9,37.44,98.68,3694.58,west,summer,Standard
BOM-1031,Painting,Primer,183.35,sqft,13.56,208.21,300.37,62540.04,west,summer,Standard
BOM-1032,Electrical,Wires,226.72,sqft,21.05,274.44,721.75,198077.07,south,normal,Premium
BOM-1033,Painting,Putty,153.91,kg,17.22,180.41,736.15,132808.82,west,monsoon,Standard
BOM-1034,Carpentry,Plywood,297.26,sqft,22.96,365.51,142.46,52070.55,north,normal,Premium
BOM-1035,Painting,Putty,140.6,kg,8.56,152.64,518.73,79178.95,north,monsoon,Standard
BOM-1036,Painting,Putty,132.05,kg,13.31,149.63,374.61,56052.89,south,monsoon,Premium
BOM-1037,Electrical,Wires,168.37,sqft,17.17,197.28,444.04,87600.21,west,summer,Standard
BOM-1038,Painting,Primer,82.7,sqft,18.05,97.63,364.91,35626.16,west,normal,Premium
BOM-1039,Painting,Emulsion Paint,23.12,sqft,18.04,27.29,150.25,4100.32,north,normal,Standard
BOM-1040,Electrical,Wires,105.67,sqft,9.65,115.87,336.82,39027.33,north,normal,Premium
BOM-1041,Carpentry,Plywood,200.07,sqft,12.21,224.5,597.35,134105.08,west,summer,Standard
BOM-1042,Carpentry,Hinges,38.77,sqft,10.89,42.99,503.04,21625.69,south,normal,Premium
BOM-1043,Plumbing,UPVC Pipe,156.85,sqft,15.16,180.63,57.55,10395.26,north,monsoon,Standard
BOM-1044,Painting,Emulsion Paint,116.43,sqft,14.64,133.48,532.38,71062.08,north,summer,Standard
BOM-1045,Painting,Emulsion Paint,151.54,sqft,21.79,184.56,613.95,113310.61,south,monsoon,Premium
BOM-1046,Painting,Emulsion Paint,290.98,sqft,11.43,324.24,586.48,190160.28,south,monsoon,Standard
BOM-1047,Carpentry,Hinges,83.22,sqft,13.05,94.08,533.23,50166.28,south,monsoon,Standard
BOM-1048,Electrical,Switches,254.04,sqft,9.61,278.45,329.68,91799.4,south,monsoon,Premium
BOM-1049,Painting,Primer,66.87,sqft,21.53,81.27,600.32,48788.01,north,monsoon,Premium
BOM-1050,Painting,Primer,200.72,sqft,13.33,227.48,396.31,90152.6,north,monsoon,Premium
BOM-1051,Electrical,Wires,230.22,sqft,11.07,255.71,56.0,14319.76,west,monsoon,Standard
BOM-1052,Plumbing,UPVC Pipe,152.27,sqft,19.23,181.55,748.56,135901.07,north,normal,Premium
BOM-1053,Plumbing,UPVC Pipe,219.35,sqft,9.02,239.14,212.56,50831.6,north,summer,Standard
BOM-1054,Carpentry,Adhesive,225.2,kg,21.01,272.51,765.94,208726.31,north,normal,Standard
BOM-1055,Electrical,Wires,65.05,sqft,15.01,74.81,748.39,55987.06,west,summer,Premium
BOM-1056,Electrical,Wires,182.36,sqft,14.9,209.53,137.66,28843.9,south,summer,Standard
BOM-1057,Carpentry,Hinges,141.93,sqft,17.52,166.8,415.07,69233.68,west,summer,Standard
BOM-1058,Carpentry,Adhesive,85.45,kg,8.5,92.71,719.12,66669.62,north,monsoon,Standard
