material,normalized_material,industry,region,grade,confidence,season,wbs_id,acceptance_stage_prediction_accuracy,acceptance_duration_mape,dependencies,wbs_stage_key,task_id,task_name,stage,stage_name,dur_optimistic_hours,dur_most_likely_hours,dur_pessimistic_hours,dur_expected_hours,planned_quantity,actual_quantity,quantity_variance,planned_rate,actual_rate,rate_variance,planned_cost,actual_cost,cost_variance,material_issued_qty,material_consumed_qty,material_returned_qty,material_wastage_qty,planned_start_date,planned_end_date,executed_start_date,executed_end_date,planned_labor_hours,actual_labor_hours,planned_labor_cost,labor_cost_actual,crew_size,machinery_used,weather_condition,site_condition,dpr_date,daily_progress,ncr_count,rework_quantity,rework_cost,deviation_reason
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Material Procurement,2,Procurement,10.01,11.65,12.93,12.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR02,Hardware Procurement,2,Procurement,11.64,11.24,11.65,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Surface Preparation,3,Execution,10.75,16.99,18.62,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Tile Laying,3,Execution,10.07,15.04,19.26,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Adhesive Application,3,Execution,10.62,16.08,17.7,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Grouting,3,Execution,11.49,14.74,18.83,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX05,Finishing,3,Execution,10.13,14.72,17.36,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Alignment Inspection,4,QC,8.54,7.5,8.51,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying anti-skid ceramic tiles for wet areas,providing and laying anti-skid ceramic tiles for wet areas,Interior,central,B,0.9,normal,da698b31-5293-42db-a6eb-95499ac2398c,97.67%,11.07%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,4.61,5.35,4.74,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Site Measurement,1,Planning,8.07,10.02,14.76,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Layout Marking,1,Planning,7.31,7.22,6.86,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Material Procurement,2,Procurement,10.83,12.42,11.47,12.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR02,Hardware Procurement,2,Procurement,10.72,11.54,11.5,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Surface Preparation,3,Execution,10.53,15.92,17.77,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Tile Laying,3,Execution,11.1,16.31,16.7,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Adhesive Application,3,Execution,10.57,17.04,16.84,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Grouting,3,Execution,11.4,14.84,19.11,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX05,Finishing,3,Execution,10.1,14.78,18.52,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Alignment Inspection,4,QC,7.99,8.54,8.06,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marble flooring installation including cutting, adhesive and machine polishing","marble flooring installation including cutting, adhesive and machine polishing",Interior,central,B,0.9,normal,2fc51552-d5ad-4b84-b1d2-17f72921905d,95.31%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,5.36,4.8,5.15,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tile demolition and surface preparation for new tiling,tile demolition and surface preparation for new tiling,Interior,central,B,0.9,normal,a2b32028-8a5d-4033-b4c1-107e6c5448ae,96.50%,11.13%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Site Measurement,1,Planning,10.13,16.17,17.7,16.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tile demolition and surface preparation for new tiling,tile demolition and surface preparation for new tiling,Interior,central,B,0.9,normal,a2b32028-8a5d-4033-b4c1-107e6c5448ae,96.50%,11.13%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Layout Marking,1,Planning,6.65,7.53,6.54,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tile demolition and surface preparation for new tiling,tile demolition and surface preparation for new tiling,Interior,central,B,0.9,normal,a2b32028-8a5d-4033-b4c1-107e6c5448ae,96.50%,11.13%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Material Procurement,2,Procurement,11.29,11.71,11.72,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tile demolition and surface preparation for new tiling,tile demolition and surface preparation for new tiling,Interior,central,B,0.9,normal,a2b32028-8a5d-4033-b4c1-107e6c5448ae,96.50%,11.13%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR02,Hardware Procurement,2,Procurement,10.6,11.71,12.56,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tile demolition and surface preparation for new tiling,tile demolition and surface preparation for new tiling,Interior,central,B,0.9,normal,a2b32028-8a5d-4033-b4c1-107e6c5448ae,96.50%,11.13%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Surface Preparation,3,Execution,11.22,15.27,18.48,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
